iter	Logloss
275	0.0994536431
276	0.09928130054
277	0.09912798173
278	0.09888261291
279	0.09875376494
280	0.09860288153
281	0.09843034566
282	0.09826577714
283	0.09806687563
284	0.09777772668
285	0.09764039312
286	0.09738834343
287	0.09722189134
288	0.09699522167
289	0.0968659077
290	0.09664056467
291	0.09655701012
292	0.09640801011
293	0.09628755208
294	0.09619845282
295	0.09595304386
296	0.09579980088
297	0.09567424088
298	0.09547430764
299	0.09525906086
300	0.09510495443
301	0.09494030399
302	0.09477556118
303	0.09458738988
304	0.0943558137
305	0.0941653065
306	0.09401135342
307	0.09387350041
308	0.09369087846
309	0.09353487288
310	0.09344859323
311	0.09324071777
312	0.09302512232
313	0.0928594163
314	0.09255590169
315	0.09227436323
316	0.09214408123
317	0.09194100717
318	0.09174657602
319	0.09158957412
320	0.0914254567
321	0.09133165577
322	0.09115312968
323	0.09103667579
324	0.09088090509
325	0.09078200294
326	0.09066719436
327	0.0903938673
328	0.09012466935
329	0.08998737457
330	0.08979428924
331	0.08968110744
332	0.08948574889
333	0.08930346645
334	0.08915785908
335	0.08899371471
336	0.08885230662
337	0.08873586487
338	0.08851727558
339	0.08840399295
340	0.08818376783
341	0.08811393296
342	0.08791875144
343	0.08775483211
344	0.08756790214
345	0.08747782316
346	0.08720206784
347	0.08699797217
348	0.08685120241
349	0.08671461315
350	0.08645297754
351	0.08634348811
352	0.0861979026
353	0.08605097197
354	0.08592367476
355	0.08574166351
356	0.08555625217
357	0.08538375196
358	0.08525456591
359	0.08519008308
360	0.08498464898
361	0.08474996173
362	0.08456034301
363	0.08441822503
364	0.08431448158
365	0.08417031204
366	0.08406875558
367	0.08395204763
368	0.08370765523
369	0.08361217718
370	0.08344084406
371	0.08324894483
372	0.08313155219
373	0.08303250243
374	0.08292483213
375	0.08272447884
376	0.08266698075
377	0.08251641
378	0.08243266809
379	0.08234273691
380	0.08224083937
381	0.08214019997
382	0.08194040349
383	0.08183484998
384	0.08167840501
385	0.08155970638
386	0.08139768053
387	0.08129886882
388	0.08108608415
389	0.0809315878
390	0.08076794329
391	0.08066979766
392	0.08052814546
393	0.08037942053
394	0.08021868795
395	0.08008873845
396	0.0799266705
397	0.07980827146
398	0.07973847106
399	0.07960759518
400	0.07947009363
401	0.07931724651
402	0.07922217296
403	0.07908667951
404	0.07899204549
405	0.07877198673
406	0.07864567677
407	0.07855831167
408	0.07850202833
409	0.07840183523
410	0.07823087435
411	0.07809701228
412	0.07792921933
413	0.07782054689
414	0.07774794774
415	0.07759819432
416	0.0775113578
417	0.0773700895
418	0.07728023394
419	0.07719341506
420	0.07707223089
421	0.07692710849
422	0.0768656387
423	0.07680913504
424	0.07664436551
425	0.07649636846
426	0.07639282336
427	0.07633448556
428	0.07619132388
429	0.07609354699
430	0.07598881513
431	0.07579589659
432	0.07567085015
433	0.07544856772
434	0.07526285546
435	0.07514336943
436	0.07504968815
437	0.07497016194
438	0.07483842309
439	0.07468670461
440	0.0745432496
441	0.0744733985
442	0.07441619354
443	0.07434727922
444	0.07421189875
445	0.07406194281
446	0.07395052054
447	0.07384665842
448	0.07370756489
449	0.07360994321
450	0.07352700071
451	0.0734472158
452	0.07329247851
453	0.07313122786
454	0.072952526
455	0.07285556516
456	0.07273877202
457	0.07259954031
458	0.0725038359
459	0.07231166743
460	0.07224763708
461	0.07213926217
462	0.07209671627
463	0.07194488619
464	0.07187497278
465	0.07172361751
466	0.07160144583
467	0.07153059139
468	0.07140118498
469	0.07127620889
470	0.07105373891
471	0.0709758209
472	0.07087536269
473	0.07072889021
474	0.07062075983
475	0.07055810488
476	0.07042289723
477	0.07036240838
478	0.07028195955
479	0.07019060355
480	0.07011700988
481	0.07003537765
482	0.0699120511
483	0.06982713439
484	0.06972203377
485	0.06963076064
486	0.06956179991
487	0.06945444341
488	0.06931377087
489	0.06921870367
490	0.06916418396
491	0.06905479576
492	0.06894716399
493	0.06889520237
494	0.06882706917
495	0.06875405304
496	0.06861931166
497	0.06853894771
498	0.06847578214
499	0.06836226264
500	0.06826151577
501	0.06820390778
502	0.06809963579
503	0.06799963038
504	0.06791063977
505	0.06781729469
506	0.06773302443
507	0.06767527617
508	0.06758639566
509	0.06752677648
510	0.06747616151
511	0.06734620734
512	0.06727620001
513	0.06720365336
514	0.0671181444
515	0.06695404323
516	0.06682230853
517	0.06675325226
518	0.06669891943
519	0.06658332455
520	0.06642854078
521	0.06631117316
522	0.06625479328
523	0.06613995349
524	0.06606728875
525	0.06599881614
526	0.06588953525
527	0.06576142686
528	0.06569429398
529	0.06561206619
530	0.06552619145
531	0.06546413065
532	0.06537322807
533	0.06530984558
534	0.06520747017
535	0.06513207217
536	0.06505056979
537	0.06498019774
538	0.06483397067
539	0.06474811062
540	0.06465657009
541	0.06458770451
542	0.06450559569
543	0.06443904067
544	0.06435630072
545	0.06428450535
546	0.0641966089
547	0.06408663386
548	0.06393263321
549	0.06387360934
550	0.06381612173
551	0.06374576754
552	0.06367412113
553	0.06359620164
554	0.06348114886
555	0.06340289289
556	0.06332722713
557	0.06318471006
558	0.063076989
559	0.06301810946
560	0.06284762943
561	0.06279135197
562	0.06264121872
563	0.06257060861
564	0.06250760244
565	0.06243571192
566	0.06229126094
567	0.06223504197
568	0.06217169029
569	0.06207068769
570	0.06200559275
571	0.06193582808
572	0.0618576959
573	0.06175798195
574	0.06166086162
575	0.06153015134
576	0.06139277883
577	0.06127332592
578	0.06115378601
579	0.06107669127
580	0.06100979677
581	0.0609360885
582	0.06086183283
583	0.06078118567
584	0.06068736882
585	0.06059354617
586	0.06053456537
587	0.06047715057
588	0.06040495753
589	0.06033109322
590	0.06028318801
591	0.06015944318
592	0.06007505962
593	0.06001116635
594	0.05990720721
595	0.05975562394
596	0.05968676325
597	0.05963395735
598	0.05948895398
599	0.05943211833
600	0.05931556357
601	0.05926478232
602	0.05917866007
603	0.05908874042
604	0.05904198458
605	0.05893070567
606	0.05879717433
607	0.05873344175
608	0.05865967221
609	0.0586042106
610	0.05853324464
611	0.05850042264
612	0.05840174689
613	0.05833287969
614	0.05827626163
615	0.0582090946
616	0.05814328385
617	0.05801694679
618	0.05796033593
619	0.05789650811
620	0.05784636275
621	0.05773898101
622	0.05767309436
623	0.05761361187
624	0.05748282822
625	0.05740346446
626	0.05737331611
627	0.05732802229
628	0.05725129647
629	0.05715973372
630	0.05709676582
631	0.05703589746
632	0.05700521914
633	0.05694484047
634	0.05688856321
635	0.05678725389
636	0.05675755809
637	0.05670437715
638	0.05665111986
639	0.05660647087
640	0.05651977819
641	0.05644116504
642	0.05638221394
643	0.05635391156
644	0.05625391954
645	0.05619908793
646	0.05612307806
647	0.05608997484
648	0.05597300917
649	0.05594140189
650	0.05588592677
651	0.05583768819
652	0.05578446397
653	0.05574016167
654	0.05569197188
655	0.05559600672
656	0.05552255622
657	0.05547789052
658	0.05539703829
659	0.05534409673
660	0.05522191952
661	0.05516420544
662	0.0551099871
663	0.0550414399
664	0.05499969053
665	0.05488625556
666	0.05480220452
667	0.05477043032
668	0.05473118789
669	0.05464974331
670	0.05458305681
671	0.05450221533
672	0.0544107504
673	0.0543020856
674	0.05423991153
675	0.05418637605
676	0.05408632474
677	0.05396941093
678	0.05392108911
679	0.05388354369
680	0.05378445693
681	0.05367499383
682	0.05363183598
683	0.05355534732
684	0.05350883678
685	0.05345694336
686	0.05341223589
687	0.05336924943
688	0.05329914509
689	0.05319087477
690	0.05309660542
691	0.0529840996
692	0.05290215194
693	0.05286843652
694	0.0528036499
695	0.05273115198
696	0.05267690979
697	0.0525863573
698	0.05253795823
699	0.05247188531
700	0.05240692295
701	0.05233174547
702	0.05226000975
703	0.05219719293
704	0.05213076878
705	0.05206868851
706	0.05198552458
707	0.05191886817
708	0.05184432192
709	0.05175693737
710	0.0517213644
711	0.05166408067
712	0.05160702315
713	0.05150735104
714	0.05146247117
715	0.05141620774
716	0.05136114963
717	0.05132403456
718	0.05127048996
719	0.05120752569
720	0.05108124818
721	0.05099857869
722	0.05094148835
723	0.05082931452
724	0.0507613422
725	0.05068981495
726	0.0506646806
727	0.05057304302
728	0.0505184862
729	0.05045314583
730	0.05039921345
731	0.05035515354
732	0.05029220096
733	0.05024144913
734	0.05018969614
735	0.05011153399
736	0.05004334132
737	0.05001146717
738	0.04996889456
739	0.04977231956
740	0.04973726341
741	0.04967074223
742	0.04962802206
743	0.04956273529
744	0.04949165921
745	0.04946391038
746	0.04938791735
747	0.0493384133
748	0.04917753387
749	0.04907050168
750	0.0490385091
751	0.04899388777
752	0.04891673335
753	0.04887758437
754	0.04882777552
755	0.04875385576
756	0.04867685625
757	0.04858555665
758	0.04852593272
759	0.0484702537
760	0.04840186314
761	0.04836916616
762	0.04826381201
763	0.04820341697
764	0.04815039399
765	0.0480590985
766	0.04795368527
767	0.04788123476
768	0.04783672372
769	0.0478070875
770	0.04777860058
771	0.04772468849
772	0.04766774593
773	0.04760598434
774	0.04756568621
775	0.04752384577
776	0.04744741167
777	0.04737426651
778	0.04733097171
779	0.04729036255
780	0.04722564736
781	0.04713498766
782	0.0470506431
783	0.04696683753
784	0.04690438951
785	0.04683264174
786	0.04678490931
787	0.04675270362
788	0.04668257746
789	0.04664453289
790	0.04660191436
791	0.04647294381
792	0.04643524939
793	0.04641002543
794	0.04638617117
795	0.04635707074
796	0.04630420248
797	0.04626997816
798	0.0461851957
799	0.04612433346
800	0.04607962159
801	0.04597562639
802	0.04591324578
803	0.045854783
804	0.04579473936
805	0.04571721694
806	0.04567676396
807	0.04563987058
808	0.04560047782
809	0.04556424366
810	0.04548616343
811	0.04545036858
812	0.04541050211
813	0.04537859713
814	0.04532074179
815	0.04525748545
816	0.04522194374
817	0.04514763095
818	0.04502556533
819	0.04499132574
820	0.04492291579
821	0.04489486224
822	0.04485117896
823	0.04479712269
824	0.04478598154
825	0.04471803122
826	0.04467657962
827	0.04461640782
828	0.04448170032
829	0.04447092836
830	0.04443794123
831	0.04442619568
832	0.04439423995
833	0.04432335441
834	0.0442775542
835	0.04419572671
836	0.0441560258
837	0.04408630401
838	0.04398025634
839	0.04392249906
840	0.04388211337
841	0.04383287428
842	0.04380637317
843	0.04374001881
844	0.04370385208
845	0.04368049914
846	0.04364288956
847	0.04357801522
848	0.04354287987
849	0.04351737323
850	0.04345486887
851	0.04343019687
852	0.04336676524
853	0.04334232742
854	0.04332736342
855	0.0432799179
856	0.04325401709
857	0.04323347762
858	0.04318579759
859	0.04313695752
860	0.04307477891
861	0.04301702764
862	0.04299320021
863	0.04295252695
864	0.04291845143
865	0.04289887556
866	0.04284227956
867	0.04281903562
868	0.04279305852
869	0.04276805511
870	0.04272022141
871	0.04264655056
872	0.04259939239
873	0.04254028538
874	0.04250131191
875	0.04245183472
876	0.04239267694
877	0.04235567465
878	0.04229345429
879	0.04224769172
880	0.04219653949
881	0.04214809237
882	0.04209334429
883	0.04203824294
884	0.04199201516
885	0.04195071378
886	0.04189617812
887	0.04182244458
888	0.04177540473
889	0.04173691365
890	0.04170116651
891	0.0416495933
892	0.04158244582
893	0.04153891432
894	0.04149660641
895	0.04145838352
896	0.04138706616
897	0.04135123099
898	0.04130724714
899	0.04127947303
900	0.04118920664
901	0.04113460222
902	0.04108433022
903	0.0410499451
904	0.04101128755
905	0.04099332243
906	0.0409523871
907	0.0409043033
908	0.0408506847
909	0.04081267459
910	0.04075460366
911	0.04070628284
912	0.04066392143
913	0.04061233482
914	0.04055034116
915	0.04050917087
916	0.04047003685
917	0.0403814719
918	0.04032638809
919	0.0402813548
920	0.04024101791
921	0.04017661844
922	0.04013120838
923	0.04005798969
924	0.04001723914
925	0.03995196268
926	0.03991428652
927	0.03987567027
928	0.03982009592
929	0.03978708597
930	0.03975259366
931	0.03971191153
932	0.03969512246
933	0.0396249576
934	0.03955709822
935	0.03952527644
936	0.0395109078
937	0.03944820864
938	0.03937305476
939	0.03934300941
940	0.03931225943
941	0.0392937971
942	0.0392110348
943	0.03916569315
944	0.03910578478
945	0.03907541302
946	0.03904610013
947	0.03897945993
948	0.03893796195
949	0.0389083006
950	0.03884810208
951	0.03881095092
952	0.03878507211
953	0.0387615751
954	0.03872482744
955	0.03867009517
956	0.03861478535
957	0.03857585068
958	0.03854058013
959	0.03851002077
960	0.03848002572
961	0.03842713666
962	0.03831364967
963	0.03827387261
964	0.03824516082
965	0.03819386592
966	0.03816940309
967	0.03815267645
968	0.03812470006
969	0.03810762808
970	0.03808064608
971	0.03801891727
972	0.03797669732
973	0.03794058826
974	0.03786540486
975	0.03783050284
976	0.03780438459
977	0.03777855002
978	0.03774699329
979	0.03769084719
980	0.03765272404
981	0.03763333567
982	0.03759002155
983	0.03752935086
984	0.03748852578
985	0.03746021456
986	0.03741916917
987	0.03740393132
988	0.03738937224
989	0.03736373459
990	0.0373079514
991	0.03725422095
992	0.03723975717
993	0.03720375536
994	0.03717938291
995	0.03715835685
996	0.03712428921
997	0.03709083291
998	0.03703637289
999	0.03700079684
